CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2013-5-21,19,s2_10_14,4,7,s4_4_up,2,100,s3_49_71,29,1021,s3_1005_1025,1016,31,s2_3_15,10,26,s1_below_12,45,s1_below_4,2,,s4_297_up
2013-5-22,23,s3_14_24,7,8,s4_4_up,3,87,s3_49_71,24,1020,s3_1005_1025,1015,31,s2_3_15,10,34,s1_below_12,37,s1_below_4,2,,s4_297_up
2013-5-23,24,s3_14_24,6,6,s3_n5_4,3,81,s2_35_49,21,1020,s3_1005_1025,1013,31,s3_15_23,10,24,s1_below_12,40,s1_below_4,1,,s1_below_104
2013-5-24,24,s3_14_24,7,6,s3_n5_4,-4,76,s2_35_49,9,1018,s3_1005_1025,1013,31,s3_15_23,10,19,s1_below_12,,s1_below_4,1,,s1_below_104
2013-5-25,26,s3_14_24,4,3,s3_n5_4,-3,81,s2_35_49,10,1019,s3_1005_1025,1012,31,s4_23_up,10,24,s1_below_12,29,s1_below_4,1,,s1_below_104
2013-5-26,25,s3_14_24,8,11,s4_4_up,0,77,s3_49_71,28,1018,s3_1005_1025,1010,31,s2_3_15,10,35,s1_below_12,47,s1_below_4,3,Rain,s1_below_104
2013-5-27,22,s3_14_24,8,11,s4_4_up,0,100,s3_49_71,19,1013,s3_1005_1025,1008,31,s2_3_15,7,29,s1_below_12,60,s1_below_4,2,Rain-Thunderstorm,s3_183_297
2013-5-28,20,s3_14_24,12,7,s3_n5_4,-3,67,s2_35_49,14,1013,s3_1005_1025,1009,31,s2_3_15,10,34,s2_12_22,50,s1_below_4,3,,s3_183_297
2013-5-29,19,s2_10_14,8,9,s3_n5_4,-3,93,s2_35_49,16,1015,s3_1005_1025,1011,31,s2_3_15,7,34,s2_12_22,52,s2_4_17,2,Rain,s4_297_up
2013-5-30,21,s2_10_14,5,8,s4_4_up,2,100,s3_49_71,26,1020,s3_1005_1025,1014,31,s2_3_15,9,21,s1_below_12,37,s1_below_4,3,Rain,s1_below_104
2013-5-31,20,s2_10_14,6,7,s3_n5_4,0,93,s3_49_71,21,1022,s3_1005_1025,1018,31,s2_3_15,10,40,s2_12_22,53,s1_below_4,3,,s1_below_104
2013-6-1,24,s3_14_24,8,6,s3_n5_4,2,76,s2_35_49,16,1023,s3_1005_1025,1016,31,s4_23_up,31,23,s1_below_12,42,s1_below_4,,,s1_below_104
2013-6-2,24,s3_14_24,9,7,s4_4_up,3,67,s2_35_49,20,1022,s3_1005_1025,1015,31,s2_3_15,10,23,s2_12_22,42,s1_below_4,1,,s1_below_104
2013-6-3,27,s3_14_24,9,7,s3_n5_4,2,71,s2_35_49,19,1021,s3_1005_1025,1015,31,s4_23_up,31,19,s1_below_12,40,s1_below_4,,,s1_below_104
2013-6-4,29,s3_14_24,9,8,s4_4_up,0,72,s2_35_49,8,1016,s3_1005_1025,1007,31,s4_23_up,31,16,s1_below_12,40,s1_below_4,,,s3_183_297
2013-6-5,31,s3_14_24,12,9,s4_4_up,2,67,s2_35_49,14,1015,s3_1005_1025,1008,31,s2_3_15,10,47,s1_below_12,,s1_below_4,1,,s1_below_104
2013-6-6,26,s3_14_24,15,14,s4_4_up,5,88,s2_35_49,18,1016,s3_1005_1025,1011,31,s2_3_15,2,37,s2_12_22,52,s1_below_4,1,Rain,s3_183_297
2013-6-7,21,s3_14_24,14,11,s4_4_up,4,77,s3_49_71,30,1017,s3_1005_1025,1014,31,s2_3_15,10,29,s2_12_22,52,s1_below_4,3,Rain,s3_183_297
2013-6-8,21,s3_14_24,10,8,s4_4_up,3,77,s3_49_71,23,1016,s3_1005_1025,1012,31,s2_3_15,10,32,s2_12_22,50,s1_below_4,3,Rain,s3_183_297
2013-6-9,23,s3_14_24,11,14,s4_4_up,6,94,s3_49_71,41,1017,s3_1005_1025,1013,31,s2_3_15,6,27,s2_12_22,50,s1_below_4,3,Rain,s3_183_297
2013-6-10,26,s3_14_24,11,14,s4_4_up,7,100,s3_49_71,28,1019,s3_1005_1025,1016,31,s2_3_15,8,23,s1_below_12,40,s1_below_4,1,,s3_183_297
2013-6-11,30,s3_14_24,12,12,s4_4_up,9,88,s3_49_71,18,1021,s3_1005_1025,1015,31,s2_3_15,10,19,s1_below_12,37,s1_below_4,2,,s3_183_297
2013-6-12,33,s3_14_24,14,13,s4_4_up,9,77,s2_35_49,14,1023,s3_1005_1025,1014,31,s3_15_23,6,14,s1_below_12,34,s1_below_4,1,,s3_183_297
2013-6-13,34,s4_24_up,16,14,s4_4_up,7,73,s2_35_49,12,1020,s3_1005_1025,1011,31,s2_3_15,10,32,s1_below_12,47,s1_below_4,1,,s3_183_297
2013-6-14,34,s4_24_up,16,15,s4_4_up,1,83,s2_35_49,11,1018,s3_1005_1025,1010,31,s2_3_15,10,32,s1_below_12,58,s1_below_4,1,,s3_183_297
2013-6-15,34,s3_14_24,14,8,s3_n5_4,-2,55,s1_below_35,4,1018,s3_1005_1025,1009,31,s4_23_up,31,23,s1_below_12,39,s1_below_4,,,s3_183_297
2013-6-16,35,s3_14_24,14,8,s3_n5_4,-1,59,s1_below_35,5,1016,s3_1005_1025,1005,31,s4_23_up,29,32,s1_below_12,47,s1_below_4,,,s3_183_297
2013-6-17,25,s3_14_24,17,12,s4_4_up,0,60,s2_35_49,13,1013,s3_1005_1025,1007,31,s2_3_15,10,32,s2_12_22,58,s1_below_4,2,,s3_183_297
2013-6-18,22,s3_14_24,11,7,s3_n5_4,1,67,s2_35_49,25,1013,s3_1005_1025,1009,31,s2_3_15,10,29,s2_12_22,50,s1_below_4,3,,s3_183_297
2013-6-19,21,s3_14_24,9,7,s4_4_up,4,76,s3_49_71,28,1018,s3_1005_1025,1013,31,s2_3_15,10,24,s1_below_12,29,s1_below_4,3,,s1_below_104
2013-6-20,28,s3_14_24,9,9,s4_4_up,3,87,s2_35_49,14,1019,s3_1005_1025,1013,31,s2_3_15,10,16,s1_below_12,32,s1_below_4,2,,s4_297_up
2013-6-21,29,s3_14_24,14,12,s4_4_up,3,55,s2_35_49,14,1021,s3_1005_1025,1014,31,s2_3_15,10,23,s1_below_12,39,s1_below_4,1,Thunderstorm,s1_below_104
2013-6-22,32,s3_14_24,12,12,s4_4_up,6,88,s2_35_49,11,1024,s3_1005_1025,1015,31,s3_15_23,10,10,s1_below_12,,s1_below_4,1,,s4_297_up
2013-6-23,33,s3_14_24,16,11,s4_4_up,-3,68,s2_35_49,6,1023,s3_1005_1025,1016,31,s4_23_up,23,29,s1_below_12,,s1_below_4,,,s4_297_up
2013-6-24,32,s3_14_24,10,7,s3_n5_4,-9,62,s1_below_35,4,1025,s3_1005_1025,1015,31,s4_23_up,31,19,s2_12_22,,s1_below_4,,,s1_below_104
2013-6-25,33,s3_14_24,14,7,s3_n5_4,-6,38,s1_below_35,4,1024,s3_1005_1025,1015,31,s4_23_up,23,19,s1_below_12,37,s1_below_4,,,s1_below_104
2013-6-26,33,s3_14_24,16,8,s3_n5_4,-1,45,s1_below_35,6,1024,s3_1005_1025,1014,31,s4_23_up,31,19,s2_12_22,,s1_below_4,,,s1_below_104
2013-6-27,33,s3_14_24,17,9,s4_4_up,4,52,s1_below_35,11,1024,s3_1005_1025,1014,31,s2_3_15,10,21,s1_below_12,37,s1_below_4,1,,s1_below_104
2013-6-28,32,s3_14_24,14,6,s3_n5_4,-2,36,s1_below_35,5,1024,s3_1005_1025,1017,31,s4_23_up,23,24,s1_below_12,45,s1_below_4,,,s1_below_104
2013-6-29,33,s3_14_24,16,8,s4_4_up,3,55,s1_below_35,8,1027,s3_1005_1025,1016,31,s4_23_up,31,24,s2_12_22,42,s1_below_4,,,s1_below_104
2013-6-30,35,s4_24_up,16,8,s4_4_up,1,48,s1_below_35,11,1024,s3_1005_1025,1016,31,s3_15_23,10,16,s1_below_12,,s1_below_4,1,,s4_297_up
2013-7-1,35,s4_24_up,17,9,s4_4_up,4,46,s1_below_35,11,1018,s3_1005_1025,1009,31,s2_3_15,10,35,s1_below_12,58,s1_below_4,1,,s1_below_104
2013-7-2,34,s4_24_up,20,12,s4_4_up,3,56,s1_below_35,8,1018,s3_1005_1025,1010,31,s2_3_15,10,21,s1_below_12,53,s1_below_4,1,,s3_183_297
2013-7-3,36,s4_24_up,17,12,s4_4_up,3,52,s1_below_35,8,1020,s3_1005_1025,1013,31,s3_15_23,10,24,s1_below_12,,s1_below_4,1,,s1_below_104
2013-7-4,37,s4_24_up,20,15,s4_4_up,5,64,s2_35_49,8,1023,s3_1005_1025,1013,31,s4_23_up,31,21,s2_12_22,45,s1_below_4,,,s1_below_104
2013-7-5,38,s4_24_up,19,10,s4_4_up,4,36,s1_below_35,7,1024,s3_1005_1025,1014,31,s3_15_23,10,23,s1_below_12,42,s1_below_4,1,,s2_104_183
2013-7-6,37,s4_24_up,21,11,s4_4_up,7,44,s1_below_35,9,1025,s3_1005_1025,1014,31,s4_23_up,31,11,s1_below_12,55,s1_below_4,,,s2_104_183
2013-7-7,38,s4_24_up,19,10,s4_4_up,3,46,s1_below_35,6,1024,s3_1005_1025,1013,31,s4_23_up,31,13,s1_below_12,,s1_below_4,,,s2_104_183
2013-7-8,38,s4_24_up,19,10,s4_4_up,3,46,s1_below_35,7,1022,s3_1005_1025,1015,31,s4_23_up,18,14,s1_below_12,,s1_below_4,,,s1_below_104
2013-7-9,37,s4_24_up,20,12,s4_4_up,5,46,s1_below_35,11,1020,s3_1005_1025,1009,31,s2_3_15,10,29,s1_below_12,34,s1_below_4,2,Rain-Thunderstorm,s2_104_183
2013-7-10,36,s4_24_up,18,12,s4_4_up,1,64,s1_below_35,6,1018,s3_1005_1025,1006,31,s3_15_23,10,45,s1_below_12,71,s1_below_4,3,,s2_104_183
2013-7-11,36,s4_24_up,19,11,s4_4_up,3,60,s1_below_35,7,1015,s3_1005_1025,1006,31,s3_15_23,10,16,s1_below_12,34,s1_below_4,1,,s4_297_up
2013-7-12,37,s4_24_up,21,14,s4_4_up,-1,57,s1_below_35,5,1016,s3_1005_1025,1007,31,s4_23_up,10,35,s1_below_12,50,s1_below_4,1,,s2_104_183
2013-7-13,35,s4_24_up,18,11,s3_n5_4,-3,49,s1_below_35,4,1018,s3_1005_1025,1010,31,s4_23_up,18,35,s2_12_22,47,s1_below_4,,,s3_183_297
2013-7-14,34,s4_24_up,19,12,s4_4_up,1,56,s1_below_35,6,1019,s3_1005_1025,1011,31,s3_15_23,10,40,s2_12_22,55,s1_below_4,1,,s3_183_297
2013-7-15,34,s4_24_up,18,12,s4_4_up,4,60,s1_below_35,8,1022,s3_1005_1025,1013,31,s3_15_23,10,35,s1_below_12,40,s1_below_4,1,,s1_below_104
2013-7-16,35,s4_24_up,19,13,s4_4_up,1,60,s1_below_35,6,1022,s3_1005_1025,1013,31,s3_15_23,10,29,s1_below_12,45,s1_below_4,1,,s3_183_297
2013-7-17,36,s4_24_up,19,14,s4_4_up,1,64,s1_below_35,5,1022,s3_1005_1025,1013,31,s3_15_23,10,35,s1_below_12,40,s1_below_4,1,,s4_297_up
2013-7-18,35,s4_24_up,18,13,s4_4_up,4,64,s2_35_49,12,1021,s3_1005_1025,1012,31,s2_3_15,10,26,s1_below_12,40,s1_below_4,1,,s4_297_up
2013-7-19,36,s4_24_up,18,13,s4_4_up,2,60,s1_below_35,6,1018,s3_1005_1025,1008,31,s2_3_15,10,21,s1_below_12,55,s1_below_4,2,,s3_183_297
2013-7-20,36,s4_24_up,19,13,s4_4_up,3,57,s1_below_35,8,1016,s3_1005_1025,1007,31,s2_3_15,10,21,s1_below_12,45,s1_below_4,1,,s2_104_183
2013-7-21,33,s4_24_up,21,15,s4_4_up,8,64,s2_35_49,16,1019,s3_1005_1025,1013,31,s2_3_15,10,40,s1_below_12,47,s1_below_4,2,Thunderstorm,s1_below_104
2013-7-22,34,s3_14_24,15,13,s4_4_up,7,82,s2_35_49,11,1020,s3_1005_1025,1009,31,s2_3_15,10,23,s1_below_12,35,s1_below_4,2,,s3_183_297
2013-7-23,34,s4_24_up,19,12,s4_4_up,3,56,s1_below_35,8,1017,s3_1005_1025,1009,31,s2_3_15,10,24,s1_below_12,47,s1_below_4,1,,s3_183_297
2013-7-24,36,s4_24_up,18,8,s4_4_up,2,49,s1_below_35,6,1019,s3_1005_1025,1010,31,s4_23_up,27,23,s1_below_12,40,s1_below_4,,,s3_183_297
2013-7-25,37,s4_24_up,17,10,s4_4_up,5,49,s1_below_35,11,1018,s3_1005_1025,1011,31,s3_15_23,10,26,s1_below_12,61,s1_below_4,1,,s3_183_297
2013-7-26,35,s4_24_up,19,12,s4_4_up,1,56,s1_below_35,6,1015,s3_1005_1025,1005,31,s2_3_15,10,35,s1_below_12,47,s1_below_4,1,,s3_183_297
2013-7-27,25,s3_14_24,19,12,s4_4_up,5,53,s2_35_49,20,1014,s3_1005_1025,1008,31,s2_3_15,10,29,s1_below_12,53,s1_below_4,3,Rain,s3_183_297
2013-7-28,27,s3_14_24,18,9,s4_4_up,0,52,s2_35_49,10,1021,s3_1005_1025,1012,31,s2_3_15,10,32,s2_12_22,50,s1_below_4,2,,s3_183_297
2013-7-29,30,s3_14_24,11,9,s4_4_up,-1,77,s2_35_49,7,1025,s3_1005_1025,1019,31,s3_15_23,10,14,s1_below_12,42,s1_below_4,1,,s3_183_297
2013-7-30,35,s3_14_24,13,5,s3_n5_4,-1,51,s1_below_35,5,1026,s3_1005_1025,1016,31,s4_23_up,31,14,s1_below_12,,s1_below_4,,,s1_below_104
2013-7-31,38,s4_24_up,17,10,s4_4_up,1,43,s1_below_35,6,1022,s3_1005_1025,1009,31,s4_23_up,31,23,s1_below_12,52,s1_below_4,,,s2_104_183
2013-8-1,39,s4_24_up,18,8,s4_4_up,4,43,s1_below_35,7,1017,s3_1005_1025,1010,31,s4_23_up,27,23,s1_below_12,40,s1_below_4,,,s3_183_297
2013-8-2,35,s4_24_up,22,10,s4_4_up,5,43,s1_below_35,10,1018,s3_1005_1025,1010,31,s4_23_up,18,29,s2_12_22,55,s1_below_4,,,s3_183_297
2013-8-3,34,s4_24_up,17,8,s3_n5_4,-4,43,s1_below_35,4,1020,s3_1005_1025,1012,31,s4_23_up,31,27,s1_below_12,61,s1_below_4,,,s3_183_297
2013-8-4,36,s3_14_24,14,5,s3_n5_4,-4,42,s1_below_35,4,1022,s3_1005_1025,1012,31,s4_23_up,31,16,s1_below_12,45,s1_below_4,,,s4_297_up
2013-8-5,36,s4_24_up,15,9,s3_n5_4,-2,45,s1_below_35,4,1018,s3_1005_1025,1009,31,s4_23_up,31,24,s1_below_12,45,s1_below_4,,,s3_183_297
2013-8-6,33,s4_24_up,17,10,s4_4_up,0,42,s1_below_35,7,1016,s3_1005_1025,1008,31,s4_23_up,31,34,s1_below_12,55,s1_below_4,,,s3_183_297
2013-8-7,31,s4_24_up,19,13,s4_4_up,5,64,s1_below_35,13,1015,s3_1005_1025,1007,31,s2_3_15,10,29,s1_below_12,48,s1_below_4,2,Rain,s3_183_297
2013-8-8,31,s3_14_24,16,10,s4_4_up,2,63,s2_35_49,15,1024,s3_1005_1025,1015,31,s3_15_23,10,16,s1_below_12,32,s1_below_4,1,,s1_below_104
2013-8-9,34,s3_14_24,14,9,s4_4_up,5,63,s2_35_49,13,1026,s3_1005_1025,1021,31,s4_23_up,31,21,s1_below_12,24,s1_below_4,,,s1_below_104
2013-8-10,37,s4_24_up,17,10,s4_4_up,1,49,s1_below_35,9,1023,s3_1005_1025,1013,31,s4_23_up,31,14,s1_below_12,32,s1_below_4,,,s4_297_up
2013-8-11,38,s4_24_up,18,9,s4_4_up,-1,33,s1_below_35,6,1021,s3_1005_1025,1009,31,s4_23_up,31,16,s1_below_12,37,s1_below_4,,,s4_297_up
2013-8-12,37,s4_24_up,21,15,s4_4_up,5,57,s1_below_35,9,1017,s3_1005_1025,1008,31,s2_3_15,10,27,s1_below_12,35,s1_below_4,2,Rain,s1_below_104
2013-8-13,35,s4_24_up,20,13,s4_4_up,5,56,s1_below_35,8,1019,s3_1005_1025,1010,31,s3_15_23,10,23,s1_below_12,35,s1_below_4,2,,s1_below_104
2013-8-14,36,s4_24_up,20,13,s4_4_up,6,60,s1_below_35,9,1020,s3_1005_1025,1011,31,s2_3_15,10,13,s1_below_12,40,s1_below_4,1,,s2_104_183
2013-8-15,36,s4_24_up,20,14,s4_4_up,8,53,s1_below_35,17,1020,s3_1005_1025,1014,31,s2_3_15,10,16,s1_below_12,,s1_below_4,3,,s4_297_up
2013-8-16,37,s4_24_up,21,13,s4_4_up,-2,57,s1_below_35,4,1019,s3_1005_1025,1010,31,s3_15_23,10,34,s1_below_12,58,s1_below_4,1,Thunderstorm,s2_104_183
2013-8-17,36,s4_24_up,18,14,s4_4_up,4,64,s1_below_35,9,1020,s3_1005_1025,1010,31,s2_3_15,10,16,s1_below_12,40,s1_below_4,2,,s1_below_104
2013-8-18,36,s4_24_up,19,16,s4_4_up,4,64,s2_35_49,8,1020,s3_1005_1025,1011,31,s3_15_23,10,16,s1_below_12,35,s1_below_4,1,,s2_104_183
2013-8-19,37,s4_24_up,18,12,s4_4_up,6,46,s1_below_35,8,1021,s3_1005_1025,1012,31,s2_3_15,10,23,s1_below_12,66,s1_below_4,1,,s4_297_up
2013-8-20,37,s4_24_up,20,15,s4_4_up,4,64,s2_35_49,9,1023,s3_1005_1025,1012,31,s4_23_up,31,16,s1_below_12,37,s1_below_4,,,s1_below_104
2013-8-21,38,s4_24_up,20,15,s4_4_up,0,48,s1_below_35,7,1021,s3_1005_1025,1010,31,s4_23_up,31,21,s1_below_12,39,s1_below_4,,,s3_183_297
2013-8-22,36,s4_24_up,18,10,s4_4_up,1,43,s1_below_35,6,1017,s3_1005_1025,1008,31,s4_23_up,14,27,s1_below_12,52,s1_below_4,,,s3_183_297
2013-8-23,36,s4_24_up,16,9,s3_n5_4,-1,38,s1_below_35,5,1016,s3_1005_1025,1008,31,s4_23_up,23,11,s1_below_12,34,s1_below_4,,,s1_below_104
2013-8-24,34,s4_24_up,18,16,s4_4_up,0,60,s2_35_49,14,1017,s3_1005_1025,1011,27,s2_3_15,10,24,s1_below_12,47,s1_below_4,1,,s1_below_104
2013-8-25,33,s3_14_24,17,14,s4_4_up,1,59,s2_35_49,7,1017,s3_1005_1025,1005,31,s2_3_15,10,23,s2_12_22,42,s1_below_4,1,,s1_below_104
2013-8-26,32,s3_14_24,17,14,s4_4_up,5,64,s2_35_49,13,1012,s3_1005_1025,1005,31,s2_3_15,10,21,s2_12_22,39,s1_below_4,1,,s1_below_104
2013-8-27,32,s3_14_24,17,14,s4_4_up,3,63,s2_35_49,12,1016,s3_1005_1025,1008,31,s2_3_15,10,35,s1_below_12,37,s1_below_4,2,,s1_below_104
2013-8-28,29,s3_14_24,18,16,s4_4_up,6,88,s2_35_49,22,1019,s3_1005_1025,1011,31,s2_3_15,5,63,s2_12_22,84,s2_4_17,3,Rain-Thunderstorm,s1_below_104
2013-8-29,28,s3_14_24,16,13,s4_4_up,7,68,s3_49_71,21,1021,s3_1005_1025,1016,31,s2_3_15,10,26,s1_below_12,,s1_below_4,2,Rain-Thunderstorm,s1_below_104
2013-8-30,30,s3_14_24,14,13,s4_4_up,4,72,s2_35_49,13,1022,s3_1005_1025,1015,31,s2_3_15,10,23,s1_below_12,,s1_below_4,2,,s1_below_104
2013-8-31,31,s3_14_24,14,12,s4_4_up,1,72,s2_35_49,8,1024,s3_1005_1025,1016,31,s2_3_15,10,16,s1_below_12,35,s1_below_4,1,,s2_104_183
2013-9-1,32,s3_14_24,16,11,s4_4_up,1,59,s1_below_35,8,1024,s3_1005_1025,1016,31,s2_3_15,10,16,s1_below_12,35,s1_below_4,1,,s1_below_104
2013-9-2,32,s3_14_24,17,10,s4_4_up,2,59,s1_below_35,8,1025,s3_1005_1025,1017,31,s4_23_up,31,14,s1_below_12,27,s1_below_4,,,s1_below_104
2013-9-3,34,s3_14_24,15,10,s4_4_up,3,46,s1_below_35,9,1025,s3_1005_1025,1015,31,s3_15_23,10,14,s1_below_12,29,s1_below_4,1,,s2_104_183
2013-9-4,33,s3_14_24,16,9,s4_4_up,2,49,s1_below_35,11,1023,s3_1005_1025,1012,31,s4_23_up,31,14,s1_below_12,37,s1_below_4,,,s2_104_183
2013-9-5,30,s3_14_24,17,13,s4_4_up,4,73,s2_35_49,12,1018,s3_1005_1025,1008,31,s2_3_15,10,21,s1_below_12,37,s1_below_4,1,Thunderstorm,s2_104_183
2013-9-6,29,s3_14_24,18,13,s4_4_up,8,68,s2_35_49,22,1015,s3_1005_1025,1010,31,s2_3_15,10,26,s1_below_12,47,s1_below_4,2,,s3_183_297
2013-9-7,27,s3_14_24,15,17,s4_4_up,6,78,s3_49_71,19,1017,s3_1005_1025,1011,31,s2_3_15,10,27,s1_below_12,61,s1_below_4,2,Rain-Thunderstorm,s4_297_up
2013-9-8,28,s3_14_24,14,15,s4_4_up,4,94,s3_49_71,14,1023,s3_1005_1025,1016,31,s2_3_15,10,21,s1_below_12,40,s1_below_4,1,Rain,s3_183_297
2013-9-9,30,s3_14_24,12,11,s4_4_up,-3,77,s2_35_49,7,1026,s3_1005_1025,1018,31,s4_23_up,31,16,s1_below_12,29,s1_below_4,,,s4_297_up
2013-9-10,31,s3_14_24,13,11,s4_4_up,3,63,s2_35_49,11,1023,s3_1005_1025,1013,31,s3_15_23,10,16,s1_below_12,27,s1_below_4,1,,s1_below_104
2013-9-11,26,s3_14_24,13,12,s4_4_up,5,82,s3_49_71,20,1023,s3_1005_1025,1015,31,s2_3_15,9,21,s2_12_22,40,s1_below_4,3,Rain-Thunderstorm,s1_below_104
2013-9-12,28,s3_14_24,11,12,s4_4_up,3,72,s2_35_49,13,1023,s3_1005_1025,1016,31,s4_23_up,10,16,s1_below_12,,s1_below_4,1,,s4_297_up
2013-9-13,30,s3_14_24,13,13,s4_4_up,2,67,s2_35_49,11,1024,s3_1005_1025,1017,31,s3_15_23,10,13,s1_below_12,24,s1_below_4,1,,s4_297_up
2013-9-14,31,s3_14_24,13,12,s4_4_up,3,63,s2_35_49,11,1022,s3_1005_1025,1013,31,s3_15_23,10,132,s1_below_12,27,s1_below_4,1,,s3_183_297
2013-9-15,31,s3_14_24,13,10,s4_4_up,5,59,s2_35_49,18,1018,s3_1005_1025,1013,31,s4_23_up,31,21,s1_below_12,32,s1_below_4,,,s4_297_up
2013-9-16,32,s3_14_24,12,6,s3_n5_4,2,58,s1_below_35,10,1017,s3_1005_1025,1008,31,s4_23_up,26,19,s1_below_12,27,s1_below_4,,,s4_297_up
2013-9-17,31,s3_14_24,13,10,s4_4_up,4,59,s2_35_49,15,1016,s3_1005_1025,1010,31,s4_23_up,31,23,s1_below_12,,s1_below_4,,,s1_below_104
2013-9-18,30,s3_14_24,13,8,s4_4_up,1,63,s2_35_49,9,1017,s3_1005_1025,1011,31,s3_15_23,10,19,s1_below_12,,s1_below_4,1,,s1_below_104
2013-9-19,30,s3_14_24,15,10,s4_4_up,2,63,s2_35_49,12,1019,s3_1005_1025,1013,31,s4_23_up,31,26,s1_below_12,32,s1_below_4,,,s1_below_104
2013-9-20,31,s3_14_24,13,10,s4_4_up,5,72,s2_35_49,14,1021,s3_1005_1025,1015,31,s4_23_up,31,14,s1_below_12,34,s1_below_4,,,s1_below_104
2013-9-21,31,s3_14_24,17,10,s4_4_up,2,59,s2_35_49,10,1024,s3_1005_1025,1017,31,s4_23_up,31,14,s1_below_12,34,s1_below_4,,,s1_below_104
2013-9-22,32,s3_14_24,13,13,s4_4_up,2,55,s2_35_49,16,1025,s3_1005_1025,1017,31,s2_3_15,10,13,s1_below_12,39,s1_below_4,1,,s4_297_up
2013-9-23,32,s3_14_24,14,13,s4_4_up,6,63,s2_35_49,15,1022,s3_1005_1025,1013,31,s2_3_15,10,13,s1_below_12,39,s1_below_4,1,,s3_183_297
2013-9-24,32,s3_14_24,14,11,s4_4_up,7,63,s2_35_49,17,1019,s3_1005_1025,1011,31,s4_23_up,31,14,s1_below_12,37,s1_below_4,,,s3_183_297
2013-9-25,31,s3_14_24,14,12,s4_4_up,8,63,s2_35_49,19,1016,s3_1005_1025,1009,31,s2_3_15,10,19,s1_below_12,53,s1_below_4,1,,s3_183_297
2013-9-26,31,s3_14_24,14,11,s4_4_up,8,72,s2_35_49,21,1017,s3_1005_1025,1009,31,s2_3_15,10,19,s1_below_12,37,s1_below_4,1,,s4_297_up
2013-9-27,27,s3_14_24,18,12,s4_4_up,9,60,s2_35_49,29,1015,s3_1005_1025,1007,31,s2_3_15,10,35,s1_below_12,58,s1_below_4,2,Rain,s2_104_183
2013-9-28,23,s3_14_24,17,16,s4_4_up,10,94,s3_49_71,46,1010,s3_1005_1025,1007,31,s2_3_15,2,52,s2_12_22,60,s2_4_17,5,Rain,s3_183_297
2013-9-29,22,s3_14_24,15,15,s4_4_up,13,94,s4_71_up,50,1013,s3_1005_1025,1008,31,s2_3_15,10,37,s2_12_22,53,s1_below_4,4,,s3_183_297
2013-9-30,22,s3_14_24,17,19,s4_4_up,13,100,s4_71_up,62,1013,s3_1005_1025,1009,31,s2_3_15,10,21,s2_12_22,48,s1_below_4,5,Rain,s3_183_297
2013-10-1,24,s3_14_24,19,19,s4_4_up,12,100,s4_71_up,42,1014,s3_1005_1025,1010,31,s2_3_15,6,37,s2_12_22,69,s1_below_4,4,Rain,s3_183_297
2013-10-2,26,s3_14_24,15,16,s4_4_up,14,94,s4_71_up,45,1014,s3_1005_1025,1008,31,s2_3_15,10,11,s1_below_12,32,s1_below_4,2,,s2_104_183
2013-10-3,25,s3_14_24,18,18,s4_4_up,14,100,s4_71_up,43,1016,s3_1005_1025,1008,31,s2_3_15,10,19,s1_below_12,47,s1_below_4,4,Rain,s3_183_297
2013-10-4,24,s3_14_24,17,18,s4_4_up,8,100,s4_71_up,36,1021,s3_1005_1025,1013,31,s2_3_15,2,27,s1_below_12,50,s1_below_4,3,Rain-Thunderstorm,s3_183_297
2013-10-5,25,s3_14_24,11,12,s4_4_up,5,100,s3_49_71,29,1025,s3_1005_1025,1021,31,s2_3_15,10,11,s1_below_12,,s1_below_4,1,,s4_297_up
2013-10-6,24,s3_14_24,11,10,s4_4_up,5,82,s3_49_71,23,1026,s3_1005_1025,1020,31,s2_3_15,10,16,s1_below_12,,s1_below_4,2,,s1_below_104
2013-10-7,25,s3_14_24,10,8,s4_4_up,3,82,s3_49_71,22,1023,s3_1005_1025,1019,31,s4_23_up,31,21,s1_below_12,,s1_below_4,,,s4_297_up
2013-10-8,26,s3_14_24,8,12,s4_4_up,5,94,s3_49_71,24,1024,s3_1005_1025,1019,31,s3_15_23,10,13,s1_below_12,24,s1_below_4,2,,s4_297_up
2013-10-9,26,s3_14_24,10,12,s4_4_up,4,76,s3_49_71,24,1024,s3_1005_1025,1016,31,s2_3_15,10,13,s1_below_12,,s1_below_4,2,,s4_297_up
2013-10-10,26,s3_14_24,9,11,s4_4_up,0,93,s3_49_71,17,1020,s3_1005_1025,1012,31,s4_23_up,31,19,s1_below_12,45,s1_below_4,,,s4_297_up
2013-10-11,24,s3_14_24,9,7,s4_4_up,3,82,s3_49_71,19,1016,s3_1005_1025,1010,31,s3_15_23,10,21,s1_below_12,45,s1_below_4,1,,s4_297_up
2013-10-12,22,s2_10_14,7,6,s3_n5_4,1,81,s2_35_49,22,1019,s3_1005_1025,1015,31,s4_23_up,31,19,s1_below_12,45,s1_below_4,,,s4_297_up
